|6.6.6
morb_1.tab                                                                                          
           2
P(bar)  
   10000.000000000000     
   20000.000000000000     
          68
T(K)    
   400.00000000000000     
   100.00000000000000     
          37
27
P(bar) T(K) rho,kg/m3 alpha,1/K cp,J/K/kg vp,km/s vs,km/s h,J/kg vol_fraction_Sp vol_fraction_Pl vol_fraction_Aki vol_fraction_Cpx vol_fraction_O vol_fraction_Ring vol_fraction_seif vol_fraction_Ppv vol_fraction_Opx vol_fraction_Wus vol_fraction_Gt vol_fraction_st vol_fraction_C2_c vol_fraction_coe vol_fraction_q vol_fraction_CF vol_fraction_Pv vol_fraction_ky vol_fraction_ca_pv
770000. 3700.00 5060.20 0.158754E-004 1221.58 12.1900 6.35753 0.753814E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.004923 0.000000 0.169281 0.000000 0.000000 0.000000 0.203935 0.373112 0.000000 0.248749
790000. 3700.00 5082.96 0.156255E-004 1219.82 12.2503 6.38616 0.790896E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.004071 0.000000 0.168523 0.000000 0.000000 0.000000 0.204427 0.374307 0.000000 0.248672
810000. 3700.00 5105.44 0.153840E-004 1218.13 12.3096 6.41421 0.827854E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.003353 0.000000 0.167908 0.000000 0.000000 0.000000 0.204874 0.375269 0.000000 0.248596
830000. 3700.00 5127.66 0.151509E-004 1216.50 12.3680 6.44171 0.864686E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.002676 0.000000 0.167343 0.000000 0.000000 0.000000 0.205324 0.376136 0.000000 0.248522
850000. 3700.00 5149.68 0.149296E-004 1214.97 12.4253 6.46832 0.901362E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.001513 0.000000 0.166242 0.000000 0.000000 0.000000 0.205945 0.377848 0.000000 0.248451
870000. 3700.00 5171.39 0.147095E-004 1213.43 12.4820 6.49509 0.937966E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.001278 0.000000 0.166188 0.000000 0.000000 0.000000 0.206332 0.377823 0.000000 0.248379
890000. 3700.00 5192.91 0.144996E-004 1211.97 12.5377 6.52102 0.974415E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000586 0.000000 0.165674 0.000000 0.000000 0.000000 0.206984 0.378446 0.000000 0.248310
910000. 3700.00 5214.20 0.142959E-004 1210.56 12.5927 6.54657 0.101075E+008 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000035 0.000000 0.165302 0.000000 0.000000 0.000000 0.207564 0.378857 0.000000 0.248242
930000. 3700.00 5235.27 0.140931E-004 1209.14 12.6468 6.57205 0.104698E+008 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.165739 0.000000 0.000000 0.000000 0.208577 0.377508 0.000000 0.248176
950000. 3700.00 5256.12 0.138970E-004 1207.77 12.7002 6.59706 0.108310E+008 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.166157 0.000000 0.000000 0.000000 0.209437 0.376296 0.000000 0.248110
970000. 3700.00 5276.76 0.137069E-004 1206.45 12.7528 6.62169 0.111910E+008 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.166587 0.000000 0.000000 0.000000 0.210334 0.375033 0.000000 0.248046
990000. 3700.00 5297.22 0.135225E-004 1205.17 12.8048 6.64594 0.115499E+008 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.167037 0.000000 0.000000 0.000000 0.211285 0.373694 0.000000 0.247984
0.101000E+007 3700.00 5317.48 0.133437E-004 1203.93 12.8561 6.66975 0.119077E+008 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.167466 0.000000 0.000000 0.000000 0.212187 0.372424 0.000000 0.247923
0.103000E+007 3700.00 5337.55 0.131703E-004 1202.73 12.9068 6.69318 0.122643E+008 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.167888 0.000000 0.000000 0.000000 0.213076 0.371174 0.000000 0.247862
0.105000E+007 3700.00 5357.46 0.130011E-004 1201.56 12.9568 6.71634 0.126198E+008 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.168401 0.000000 0.000000 0.000000 0.214196 0.369599 0.000000 0.247805
0.107000E+007 3700.00 5377.19 0.128367E-004 1200.43 13.0061 6.73908 0.129742E+008 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.168914 0.000000 0.000000 0.000000 0.215317 0.368021 0.000000 0.247748
0.109000E+007 3700.00 5396.74 0.126777E-004 1199.34 13.0550 6.76151 0.133275E+008 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.169346 0.000000 0.000000 0.000000 0.216245 0.366717 0.000000 0.247692
0.111000E+007 3700.00 5416.11 0.125226E-004 1198.28 13.1031 6.78346 0.136798E+008 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.169814 0.000000 0.000000 0.000000 0.217258 0.365291 0.000000 0.247637
0.113000E+007 3700.00 5435.32 0.123720E-004 1197.25 13.1508 6.80515 0.140311E+008 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.170246 0.000000 0.000000 0.000000 0.218188 0.363983 0.000000 0.247583
0.115000E+007 3700.00 5454.37 0.122253E-004 1196.25 13.1978 6.82653 0.143813E+008 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.170701 0.000000 0.000000 0.000000 0.219178 0.362591 0.000000 0.247530
0.117000E+007 3700.00 5478.63 0.122978E-004 1197.31 13.2270 6.84832 0.147370E+008 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.051315 0.000000 0.000000 0.000000 0.169641 0.000000 0.000000 0.000000 0.216210 0.315113 0.000000 0.247721
0.119000E+007 3700.00 5519.32 0.130348E-004 1204.59 13.2067 6.88629 0.151089E+008 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.271145 0.000000 0.004134 0.000000 0.170315 0.000000 0.000000 0.000000 0.204149 0.101597 0.000000 0.248659
0.121000E+007 3700.00 5549.06 0.133444E-004 1207.80 13.2220 6.91862 0.154614E+008 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.381230 0.000000 0.003907 0.000000 0.167773 0.000000 0.000000 0.000000 0.197985 0.000000 0.000000 0.249105
0.123000E+007 3700.00 5569.72 0.132820E-004 1207.50 13.2629 6.93734 0.158027E+008 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.393688 0.000000 0.000000 0.000000 0.161895 0.000000 0.000000 0.000000 0.195268 0.000000 0.000000 0.249149
0.125000E+007 3700.00 5588.97 0.131457E-004 1206.53 13.3080 6.95854 0.161445E+008 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.395830 0.000000 0.000000 0.000000 0.161329 0.000000 0.000000 0.000000 0.193704 0.000000 0.000000 0.249137
0.127000E+007 3700.00 5608.02 0.130106E-004 1205.56 13.3528 6.97962 0.164852E+008 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.397571 0.000000 0.000000 0.000000 0.160876 0.000000 0.000000 0.000000 0.192429 0.000000 0.000000 0.249123
0.129000E+007 3700.00 5626.97 0.128808E-004 1204.64 13.3970 7.00033 0.168249E+008 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.399646 0.000000 0.000000 0.000000 0.160326 0.000000 0.000000 0.000000 0.190916 0.000000 0.000000 0.249111
0.131000E+007 3700.00 5645.78 0.127541E-004 1203.74 13.4407 7.02081 0.171637E+008 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.401688 0.000000 0.000000 0.000000 0.159785 0.000000 0.000000 0.000000 0.189428 0.000000 0.000000 0.249100
0.133000E+007 3700.00 5664.45 0.126307E-004 1202.87 13.4841 7.04102 0.175015E+008 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.403787 0.000000 0.000000 0.000000 0.159225 0.000000 0.000000 0.000000 0.187899 0.000000 0.000000 0.249089
0.135000E+007 3700.00 5693.84 0.124926E-004 1201.96 13.5246 7.01256 0.178247E+008 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.157186 0.406191 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.187070 0.000000 0.000000 0.249554
10000.0 3800.00 1900.08 0.519192E-004 1441.80 7.99576 3.76543 -0.774047E+007 0.000000 0.265076 0.000000 0.567338 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.167586 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
30000.0 3800.00 3001.55 0.771683E-004 1515.07 5.83150 3.21102 -0.773320E+007 0.000000 0.134751 0.000000 0.749587 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.053672 0.000000 0.004937 0.000000 0.057053 0.000000 0.000000 0.000000 0.000000
50000.0 3800.00 3181.35 0.486764E-004 1357.30 6.44571 3.38100 -0.725996E+007 0.000000 0.000000 0.000000 0.845459 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.066713 0.000000 0.000000 0.000000 0.087828 0.000000 0.000000 0.000000 0.000000
70000.0 3800.00 3243.19 0.488647E-004 1348.66 6.51343 3.41838 -0.672202E+007 0.000000 0.000000 0.000000 0.807871 0.000000 0.000000 0.000000 0.000000 0.104968 0.000000 0.000000 0.000000 0.000000 0.000000 0.087161 0.000000 0.000000 0.000000 0.000000
90000.0 3800.00 3343.83 0.330339E-004 1275.52 7.04845 3.51075 -0.622400E+007 0.000000 0.000000 0.000000 0.813935 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.098356 0.000000 0.000000 0.000000 0.087708 0.000000 0.000000 0.000000 0.000000
110000. 3800.00 3416.86 0.290871E-004 1256.71 7.29632 3.55992 -0.571043E+007 0.000000 0.000000 0.000000 0.773529 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.138815 0.000000 0.000000 0.000000 0.087656 0.000000 0.000000 0.000000 0.000000
130000. 3800.00 3510.33 0.271590E-004 1247.21 7.83349 3.88720 -0.525034E+007 0.000000 0.000000 0.000000 0.636717 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.276913 0.000000 0.000000 0.086370 0.000000 0.000000 0.000000 0.000000 0.000000
150000. 3800.00 3584.95 0.250564E-004 1239.05 8.11140 4.00385 -0.476598E+007 0.000000 0.000000 0.000000 0.519352 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.393619 0.000000 0.000000 0.087028 0.000000 0.000000 0.000000 0.000000 0.000000
170000. 3800.00 3729.90 0.255085E-004 1250.03 8.48617 4.24468 -0.434989E+007 0.000000 0.000000 0.000000 0.423168 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.508410 0.068422 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
190000. 3800.00 3798.00 0.241469E-004 1244.20 8.71354 4.35421 -0.388060E+007 0.000000 0.000000 0.000000 0.321609 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.603757 0.069065 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.005569
210000. 3800.00 3885.53 0.239390E-004 1250.71 8.98332 4.50363 -0.341078E+007 0.000000 0.000000 0.000000 0.194053 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.683253 0.070073 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.052621
230000. 3800.00 3959.50 0.235058E-004 1252.02 9.18838 4.62071 -0.295283E+007 0.000000 0.000000 0.000000 0.094761 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.753156 0.070845 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.081238
250000. 3800.00 4031.78 0.232547E-004 1254.40 9.39182 4.74334 -0.250803E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.814086 0.071593 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.114322
270000. 3800.00 4074.87 0.225923E-004 1251.85 9.52413 4.80279 -0.205792E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.797683 0.071833 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.130485
290000. 3800.00 4116.10 0.219700E-004 1249.24 9.64987 4.85971 -0.161231E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.783319 0.072052 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.144629
310000. 3800.00 4166.23 0.214246E-004 1247.28 9.77994 4.92643 -0.117562E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.743390 0.079455 0.000000 0.000000 0.000000 0.017060 0.000000 0.000000 0.160096
330000. 3800.00 4229.37 0.209841E-004 1246.31 9.92116 5.01033 -752392. 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.666371 0.097064 0.000000 0.000000 0.000000 0.058414 0.000000 0.000000 0.178151
350000. 3800.00 4290.30 0.205797E-004 1245.28 10.0599 5.09528 -337173. 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.592614 0.113994 0.000000 0.000000 0.000000 0.098116 0.000000 0.000000 0.195276
370000. 3800.00 4375.54 0.210533E-004 1253.51 10.2750 5.23858 51811.3 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.439909 0.131065 0.000000 0.000000 0.000000 0.137265 0.077349 0.000000 0.214412
390000. 3800.00 4550.37 0.238873E-004 1284.69 10.7435 5.60650 347358. 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.026008 0.000000 0.190541 0.000000 0.000000 0.000000 0.199874 0.332776 0.000000 0.250802
410000. 3800.00 4581.06 0.232296E-004 1279.54 10.8359 5.65609 746185. 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.024445 0.000000 0.188751 0.000000 0.000000 0.000000 0.199556 0.336569 0.000000 0.250679
430000. 3800.00 4611.13 0.226137E-004 1274.74 10.9256 5.70382 0.114333E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.023009 0.000000 0.187165 0.000000 0.000000 0.000000 0.199405 0.339863 0.000000 0.250558
450000. 3800.00 4640.60 0.220371E-004 1270.29 11.0128 5.74990 0.153891E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.021585 0.000000 0.185548 0.000000 0.000000 0.000000 0.199179 0.343249 0.000000 0.250439
470000. 3800.00 4669.51 0.214933E-004 1266.09 11.0975 5.79443 0.193286E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.020389 0.000000 0.184262 0.000000 0.000000 0.000000 0.199113 0.345913 0.000000 0.250323
490000. 3800.00 4697.89 0.209819E-004 1262.18 11.1802 5.83744 0.232522E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.019124 0.000000 0.182879 0.000000 0.000000 0.000000 0.199050 0.348737 0.000000 0.250209
510000. 3800.00 4725.78 0.204979E-004 1258.48 11.2606 5.87917 0.271595E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.017947 0.000000 0.181671 0.000000 0.000000 0.000000 0.199184 0.351099 0.000000 0.250098
530000. 3800.00 4753.19 0.200404E-004 1255.01 11.3392 5.91957 0.310518E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.016834 0.000000 0.180498 0.000000 0.000000 0.000000 0.199234 0.353445 0.000000 0.249989
550000. 3800.00 4780.14 0.196062E-004 1251.73 11.4160 5.95880 0.349288E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.015819 0.000000 0.179452 0.000000 0.000000 0.000000 0.199328 0.355518 0.000000 0.249883
570000. 3800.00 4806.67 0.191941E-004 1248.63 11.4910 5.99691 0.387904E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.014797 0.000000 0.178421 0.000000 0.000000 0.000000 0.199500 0.357504 0.000000 0.249780
590000. 3800.00 4832.79 0.188024E-004 1245.70 11.5644 6.03395 0.426371E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.013797 0.000000 0.177404 0.000000 0.000000 0.000000 0.199658 0.359463 0.000000 0.249678
610000. 3800.00 4858.52 0.184291E-004 1242.92 11.6362 6.06999 0.464685E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.012782 0.000000 0.176421 0.000000 0.000000 0.000000 0.199970 0.361247 0.000000 0.249580
630000. 3800.00 4883.87 0.180724E-004 1240.27 11.7065 6.10512 0.502861E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.011934 0.000000 0.175607 0.000000 0.000000 0.000000 0.200206 0.362769 0.000000 0.249484
650000. 3800.00 4908.84 0.177299E-004 1237.73 11.7754 6.13946 0.540898E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.011331 0.000000 0.175105 0.000000 0.000000 0.000000 0.200488 0.363688 0.000000 0.249389
670000. 3800.00 4933.49 0.174046E-004 1235.33 11.8430 6.17286 0.578782E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.010436 0.000000 0.174272 0.000000 0.000000 0.000000 0.200854 0.365141 0.000000 0.249297
690000. 3800.00 4957.81 0.170931E-004 1233.05 11.9094 6.20543 0.616525E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.009560 0.000000 0.173476 0.000000 0.000000 0.000000 0.201268 0.366487 0.000000 0.249208
710000. 3800.00 4981.81 0.167941E-004 1230.86 11.9744 6.23721 0.654131E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.008757 0.000000 0.172770 0.000000 0.000000 0.000000 0.201688 0.367663 0.000000 0.249121
730000. 3800.00 5005.50 0.165072E-004 1228.77 12.0384 6.26829 0.691604E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.008003 0.000000 0.172108 0.000000 0.000000 0.000000 0.202085 0.368770 0.000000 0.249036
750000. 3800.00 5028.88 0.162311E-004 1226.76 12.1012 6.29874 0.728949E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.007383 0.000000 0.171582 0.000000 0.000000 0.000000 0.202422 0.369662 0.000000 0.248952
770000. 3800.00 5051.99 0.159661E-004 1224.84 12.1629 6.32849 0.766155E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.006673 0.000000 0.170984 0.000000 0.000000 0.000000 0.202862 0.370611 0.000000 0.248870
790000. 3800.00 5074.82 0.157106E-004 1222.99 12.2236 6.35764 0.803229E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.006022 0.000000 0.170488 0.000000 0.000000 0.000000 0.203391 0.371309 0.000000 0.248791
810000. 3800.00 5097.39 0.154652E-004 1221.23 12.2834 6.38610 0.840174E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.005330 0.000000 0.169911 0.000000 0.000000 0.000000 0.203848 0.372197 0.000000 0.248713
830000. 3800.00 5119.69 0.152284E-004 1219.53 12.3421 6.41399 0.876995E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.004711 0.000000 0.169416 0.000000 0.000000 0.000000 0.204294 0.372942 0.000000 0.248637
850000. 3800.00 5141.76 0.149975E-004 1217.87 12.3999 6.44148 0.913687E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.004257 0.000000 0.169247 0.000000 0.000000 0.000000 0.205057 0.372877 0.000000 0.248563
870000. 3800.00 5163.59 0.147759E-004 1216.28 12.4568 6.46835 0.950253E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.003693 0.000000 0.168906 0.000000 0.000000 0.000000 0.205737 0.373175 0.000000 0.248490
890000. 3800.00 5185.18 0.145623E-004 1214.76 12.5129 6.49467 0.986696E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.003114 0.000000 0.168531 0.000000 0.000000 0.000000 0.206382 0.373554 0.000000 0.248419
910000. 3800.00 5206.55 0.143556E-004 1213.29 12.5681 6.52054 0.102302E+008 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.002584 0.000000 0.168207 0.000000 0.000000 0.000000 0.207011 0.373848 0.000000 0.248350
930000. 3800.00 5227.69 0.141553E-004 1211.87 12.6226 6.54595 0.105923E+008 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.002109 0.000000 0.167948 0.000000 0.000000 0.000000 0.207644 0.374017 0.000000 0.248282
950000. 3800.00 5248.62 0.139611E-004 1210.50 12.6764 6.57097 0.109532E+008 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.001680 0.000000 0.167743 0.000000 0.000000 0.000000 0.208273 0.374088 0.000000 0.248215
970000. 3800.00 5269.36 0.137734E-004 1209.17 12.7293 6.59543 0.113129E+008 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.001151 0.000000 0.167477 0.000000 0.000000 0.000000 0.209064 0.374157 0.000000 0.248151
990000. 3800.00 5289.89 0.135917E-004 1207.89 12.7815 6.61946 0.116715E+008 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000651 0.000000 0.167198 0.000000 0.000000 0.000000 0.209739 0.374325 0.000000 0.248087
0.101000E+007 3800.00 5310.22 0.134149E-004 1206.65 12.8330 6.64312 0.120289E+008 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000204 0.000000 0.167025 0.000000 0.000000 0.000000 0.210520 0.374226 0.000000 0.248025
0.103000E+007 3800.00 5330.38 0.132408E-004 1205.42 12.8839 6.66671 0.123853E+008 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.167229 0.000000 0.000000 0.000000 0.211498 0.373308 0.000000 0.247965
0.105000E+007 3800.00 5350.32 0.130707E-004 1204.22 12.9342 6.68997 0.127407E+008 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.167625 0.000000 0.000000 0.000000 0.212326 0.372145 0.000000 0.247905
0.107000E+007 3800.00 5370.12 0.129043E-004 1203.04 12.9837 6.71292 0.130950E+008 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.168156 0.000000 0.000000 0.000000 0.213494 0.370504 0.000000 0.247847
0.109000E+007 3800.00 5389.72 0.127433E-004 1201.91 13.0328 6.73552 0.134483E+008 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.168594 0.000000 0.000000 0.000000 0.214437 0.369179 0.000000 0.247789
0.111000E+007 3800.00 5409.15 0.125869E-004 1200.82 13.0812 6.75768 0.138005E+008 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.169019 0.000000 0.000000 0.000000 0.215346 0.367902 0.000000 0.247733
0.113000E+007 3800.00 5428.42 0.124344E-004 1199.75 13.1290 6.77961 0.141516E+008 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.169502 0.000000 0.000000 0.000000 0.216405 0.366415 0.000000 0.247678
0.115000E+007 3800.00 5447.54 0.122857E-004 1198.71 13.1762 6.80118 0.145017E+008 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.170001 0.000000 0.000000 0.000000 0.217503 0.364872 0.000000 0.247625
0.117000E+007 3800.00 5481.93 0.127711E-004 1203.81 13.1732 6.83210 0.148727E+008 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.157848 0.000000 0.004474 0.000000 0.172315 0.000000 0.000000 0.000000 0.208692 0.208401 0.000000 0.248271
0.119000E+007 3800.00 5520.28 0.134311E-004 1210.54 13.1623 6.87665 0.152425E+008 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.363981 0.000000 0.011095 0.000000 0.176962 0.000000 0.000000 0.000000 0.198862 0.000000 0.000000 0.249099
0.121000E+007 3800.00 5541.21 0.133780E-004 1210.34 13.2035 6.89580 0.155850E+008 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.378049 0.000000 0.006573 0.000000 0.170251 0.000000 0.000000 0.000000 0.195981 0.000000 0.000000 0.249146
0.123000E+007 3800.00 5562.14 0.133330E-004 1210.21 13.2437 6.91434 0.159257E+008 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.392822 0.000000 0.001638 0.000000 0.163089 0.000000 0.000000 0.000000 0.193251 0.000000 0.000000 0.249199
0.125000E+007 3800.00 5581.93 0.132257E-004 1209.48 13.2871 6.93475 0.162666E+008 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.398988 0.000000 0.000000 0.000000 0.160382 0.000000 0.000000 0.000000 0.191422 0.000000 0.000000 0.249208
0.127000E+007 3800.00 5601.05 0.130899E-004 1208.49 13.3321 6.95606 0.166071E+008 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.400892 0.000000 0.000000 0.000000 0.159882 0.000000 0.000000 0.000000 0.190032 0.000000 0.000000 0.249195
0.129000E+007 3800.00 5620.02 0.129569E-004 1207.52 13.3766 6.97711 0.169467E+008 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.402666 0.000000 0.000000 0.000000 0.159419 0.000000 0.000000 0.000000 0.188734 0.000000 0.000000 0.249181
0.131000E+007 3800.00 5638.84 0.128267E-004 1206.57 13.4207 6.99792 0.172852E+008 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.404346 0.000000 0.000000 0.000000 0.158981 0.000000 0.000000 0.000000 0.187506 0.000000 0.000000 0.249167
