|6.6.6
pyrolite_1.tab                                                                                      
           2
P(bar)  
   10000.000000000000     
   20000.000000000000     
          68
T(K)    
   400.00000000000000     
   100.00000000000000     
          37
27
P(bar) T(K) rho,kg/m3 alpha,1/K cp,J/K/kg vp,km/s vs,km/s h,J/kg vol_fraction_ky vol_fraction_CF vol_fraction_Aki vol_fraction_Ppv vol_fraction_Sp vol_fraction_ca_pv vol_fraction_Wad vol_fraction_Pv vol_fraction_q vol_fraction_C2_c vol_fraction_Cpx vol_fraction_Opx vol_fraction_st vol_fraction_Gt vol_fraction_Wus vol_fraction_Pl vol_fraction_Ring vol_fraction_O vol_fraction_neph
650000. 3100.00 4799.30 0.184469E-004 1267.91 12.0712 6.40295 0.466781E+007 0.000000 0.022916 0.000000 0.000000 0.000000 0.073391 0.000000 0.735073 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.168621 0.000000 0.000000 0.000000 0.000000
670000. 3100.00 4822.87 0.181252E-004 1265.87 12.1359 6.43132 0.505989E+007 0.000000 0.022956 0.000000 0.000000 0.000000 0.073377 0.000000 0.735206 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.168462 0.000000 0.000000 0.000000 0.000000
690000. 3100.00 4846.17 0.178156E-004 1263.90 12.1992 6.45875 0.544997E+007 0.000000 0.023893 0.000000 0.000000 0.000000 0.073363 0.000000 0.734691 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.168054 0.000000 0.000000 0.000000 0.000000
710000. 3100.00 4869.13 0.175196E-004 1262.03 12.2617 6.48586 0.583913E+007 0.000000 0.023855 0.000000 0.000000 0.000000 0.073349 0.000000 0.734868 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.167928 0.000000 0.000000 0.000000 0.000000
730000. 3100.00 4891.80 0.172350E-004 1260.23 12.3232 6.51232 0.622682E+007 0.000000 0.023836 0.000000 0.000000 0.000000 0.073335 0.000000 0.735031 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.167798 0.000000 0.000000 0.000000 0.000000
750000. 3100.00 4914.18 0.169616E-004 1258.52 12.3838 6.53829 0.661322E+007 0.000000 0.023633 0.000000 0.000000 0.000000 0.073321 0.000000 0.735315 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.167731 0.000000 0.000000 0.000000 0.000000
770000. 3100.00 4936.32 0.166977E-004 1256.86 12.4431 6.56346 0.699783E+007 0.000000 0.023969 0.000000 0.000000 0.000000 0.073307 0.000000 0.735226 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.167498 0.000000 0.000000 0.000000 0.000000
790000. 3100.00 4958.20 0.164434E-004 1255.26 12.5015 6.58808 0.738101E+007 0.000000 0.024436 0.000000 0.000000 0.000000 0.073294 0.000000 0.735032 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.167238 0.000000 0.000000 0.000000 0.000000
810000. 3100.00 4979.82 0.161986E-004 1253.73 12.5591 6.61231 0.776307E+007 0.000000 0.024489 0.000000 0.000000 0.000000 0.073280 0.000000 0.735130 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.167101 0.000000 0.000000 0.000000 0.000000
830000. 3100.00 5001.19 0.159625E-004 1252.26 12.6159 6.63608 0.814384E+007 0.000000 0.024381 0.000000 0.000000 0.000000 0.073267 0.000000 0.735347 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.167005 0.000000 0.000000 0.000000 0.000000
850000. 3100.00 5022.35 0.157338E-004 1250.83 12.6716 6.65914 0.852283E+007 0.000000 0.025131 0.000000 0.000000 0.000000 0.073254 0.000000 0.734936 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.166679 0.000000 0.000000 0.000000 0.000000
870000. 3100.00 5043.24 0.155135E-004 1249.46 12.7267 6.68200 0.890100E+007 0.000000 0.025049 0.000000 0.000000 0.000000 0.073241 0.000000 0.735115 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.166594 0.000000 0.000000 0.000000 0.000000
890000. 3100.00 5063.93 0.153003E-004 1248.14 12.7810 6.70435 0.927772E+007 0.000000 0.025255 0.000000 0.000000 0.000000 0.073228 0.000000 0.735085 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.166432 0.000000 0.000000 0.000000 0.000000
910000. 3100.00 5084.40 0.150940E-004 1246.86 12.8346 6.72623 0.965318E+007 0.000000 0.025375 0.000000 0.000000 0.000000 0.073215 0.000000 0.735124 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.166286 0.000000 0.000000 0.000000 0.000000
930000. 3100.00 5104.67 0.148942E-004 1245.62 12.8873 6.74770 0.100274E+008 0.000000 0.025484 0.000000 0.000000 0.000000 0.073203 0.000000 0.735174 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.166140 0.000000 0.000000 0.000000 0.000000
950000. 3100.00 5124.72 0.147007E-004 1244.42 12.9394 6.76875 0.104003E+008 0.000000 0.025599 0.000000 0.000000 0.000000 0.073190 0.000000 0.735212 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.165999 0.000000 0.000000 0.000000 0.000000
970000. 3100.00 5144.58 0.145132E-004 1243.27 12.9908 6.78947 0.107721E+008 0.000000 0.025656 0.000000 0.000000 0.000000 0.073178 0.000000 0.735289 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.165878 0.000000 0.000000 0.000000 0.000000
990000. 3100.00 5164.23 0.143314E-004 1242.15 13.0416 6.80985 0.111428E+008 0.000000 0.025533 0.000000 0.000000 0.000000 0.073165 0.000000 0.735487 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.165816 0.000000 0.000000 0.000000 0.000000
0.101000E+007 3100.00 5183.74 0.141545E-004 1241.06 13.0914 6.82964 0.115119E+008 0.000000 0.025990 0.000000 0.000000 0.000000 0.073153 0.000000 0.735288 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.165568 0.000000 0.000000 0.000000 0.000000
0.103000E+007 3100.00 5203.01 0.139835E-004 1240.01 13.1410 6.84937 0.118804E+008 0.000000 0.025636 0.000000 0.000000 0.000000 0.073141 0.000000 0.735649 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.165574 0.000000 0.000000 0.000000 0.000000
0.105000E+007 3100.00 5222.13 0.138169E-004 1238.98 13.1898 6.86861 0.122474E+008 0.000000 0.025837 0.000000 0.000000 0.000000 0.073129 0.000000 0.735613 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.165420 0.000000 0.000000 0.000000 0.000000
0.107000E+007 3100.00 5241.10 0.136547E-004 1237.99 13.2379 6.88748 0.126130E+008 0.000000 0.026389 0.000000 0.000000 0.000000 0.073118 0.000000 0.735322 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.165171 0.000000 0.000000 0.000000 0.000000
0.109000E+007 3100.00 5259.88 0.134973E-004 1237.02 13.2855 6.90603 0.129778E+008 0.000000 0.026444 0.000000 0.000000 0.000000 0.073106 0.000000 0.735399 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.165052 0.000000 0.000000 0.000000 0.000000
0.111000E+007 3100.00 5278.49 0.133443E-004 1236.08 13.3326 6.92438 0.133414E+008 0.000000 0.026567 0.000000 0.000000 0.000000 0.073094 0.000000 0.735408 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.164931 0.000000 0.000000 0.000000 0.000000
0.113000E+007 3100.00 5296.95 0.131951E-004 1235.17 13.3791 6.94229 0.137038E+008 0.000000 0.026962 0.000000 0.000000 0.000000 0.073083 0.000000 0.735233 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.164722 0.000000 0.000000 0.000000 0.000000
0.115000E+007 3100.00 5315.24 0.130503E-004 1234.29 13.4251 6.96006 0.140654E+008 0.000000 0.026765 0.000000 0.000000 0.000000 0.073072 0.000000 0.735480 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.164683 0.000000 0.000000 0.000000 0.000000
0.117000E+007 3100.00 5333.40 0.129089E-004 1233.42 13.4704 6.97739 0.144256E+008 0.000000 0.027006 0.000000 0.000000 0.000000 0.073061 0.000000 0.735426 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.164507 0.000000 0.000000 0.000000 0.000000
0.119000E+007 3100.00 5351.40 0.127710E-004 1232.58 13.5153 6.99445 0.147848E+008 0.000000 0.027291 0.000000 0.000000 0.000000 0.073050 0.000000 0.735329 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.164331 0.000000 0.000000 0.000000 0.000000
0.121000E+007 3100.00 5369.24 0.126369E-004 1231.76 13.5597 7.01132 0.151431E+008 0.000000 0.027373 0.000000 0.000000 0.000000 0.073039 0.000000 0.735369 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.164219 0.000000 0.000000 0.000000 0.000000
0.123000E+007 3100.00 5386.92 0.125063E-004 1230.96 13.6038 7.02798 0.155006E+008 0.000000 0.027135 0.000000 0.000000 0.000000 0.073028 0.000000 0.735629 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.164209 0.000000 0.000000 0.000000 0.000000
0.125000E+007 3100.00 5458.06 0.151265E-004 1252.71 13.5574 7.24524 0.158079E+008 0.000000 0.022994 0.000000 0.736049 0.000000 0.073741 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.167216 0.000000 0.000000 0.000000 0.000000
0.127000E+007 3100.00 5476.85 0.149663E-004 1251.57 13.6023 7.26652 0.161566E+008 0.000000 0.022971 0.000000 0.736150 0.000000 0.073746 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.167133 0.000000 0.000000 0.000000 0.000000
0.129000E+007 3100.00 5495.49 0.148100E-004 1250.46 13.6468 7.28752 0.165043E+008 0.000000 0.022891 0.000000 0.736284 0.000000 0.073751 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.167074 0.000000 0.000000 0.000000 0.000000
0.131000E+007 3100.00 5514.03 0.146581E-004 1249.39 13.6906 7.30809 0.168512E+008 0.000000 0.022578 0.000000 0.736586 0.000000 0.073757 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.167079 0.000000 0.000000 0.000000 0.000000
0.133000E+007 3100.00 5532.44 0.145100E-004 1248.34 13.7340 7.32839 0.171971E+008 0.000000 0.022190 0.000000 0.736940 0.000000 0.073762 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.167108 0.000000 0.000000 0.000000 0.000000
0.135000E+007 3100.00 5550.67 0.143647E-004 1247.31 13.7770 7.34847 0.175418E+008 0.000000 0.022193 0.000000 0.737019 0.000000 0.073767 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.167021 0.000000 0.000000 0.000000 0.000000
10000.0 3200.00 2968.96 0.934483E-004 1636.12 6.26193 3.56446 -0.940622E+007 0.000000 0.000000 0.000000 0.000000 0.026174 0.000000 0.033814 0.000000 0.000000 0.075923 0.355238 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.508850 0.000000
30000.0 3200.00 3072.06 0.785272E-004 1573.19 6.60132 3.77596 -0.876853E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.725440 0.000000 0.000000 0.000000 0.115556 0.000000 0.000000 0.159003 0.000000
50000.0 3200.00 3145.03 0.555301E-004 1417.93 6.88954 3.77096 -0.836920E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.423639 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.576361 0.000000
70000.0 3200.00 3222.83 0.450067E-004 1360.77 7.20058 3.87879 -0.784124E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.423687 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.576313 0.000000
90000.0 3200.00 3318.80 0.379618E-004 1327.11 7.56767 4.00937 -0.733747E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.303441 0.000000 0.000000 0.115609 0.000000 0.000000 0.000000 0.580950 0.000000
110000. 3200.00 3415.72 0.334881E-004 1308.60 7.89860 4.14896 -0.679683E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.258688 0.000000 0.000000 0.232729 0.029215 0.000000 0.000000 0.479368 0.000000
130000. 3200.00 3542.85 0.304895E-004 1300.83 8.30426 4.35107 -0.623735E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.232040 0.000000 0.000000 0.447947 0.103957 0.000000 0.000000 0.216057 0.000000
150000. 3200.00 3668.79 0.281576E-004 1294.53 8.70262 4.55066 -0.570909E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.135687 0.000000 0.000000 0.698398 0.165914 0.000000 0.000000 0.000000 0.000000
170000. 3200.00 3745.70 0.260924E-004 1284.60 8.93936 4.65345 -0.522038E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.832943 0.167057 0.000000 0.000000 0.000000 0.000000
190000. 3200.00 3787.61 0.246229E-004 1276.75 9.07132 4.70625 -0.473248E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.833243 0.166757 0.000000 0.000000 0.000000 0.000000
210000. 3200.00 3827.95 0.233387E-004 1270.01 9.19679 4.75587 -0.424753E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.833505 0.166495 0.000000 0.000000 0.000000 0.000000
230000. 3200.00 3866.89 0.222039E-004 1264.16 9.31656 4.80269 -0.376557E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.833737 0.166263 0.000000 0.000000 0.000000 0.000000
250000. 3200.00 3904.57 0.211918E-004 1259.03 9.43123 4.84705 -0.328660E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.833944 0.166056 0.000000 0.000000 0.000000 0.000000
270000. 3200.00 3942.77 0.203543E-004 1255.23 9.54700 4.89391 -0.281218E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.003938 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.830280 0.165781 0.000000 0.000000 0.000000 0.000000
290000. 3200.00 4162.23 0.251211E-004 1307.42 10.2004 5.37352 -0.247213E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.045509 0.000000 0.437570 0.000000 0.000000 0.000000 0.000000 0.000000 0.342941 0.173980 0.000000 0.000000 0.000000 0.000000
310000. 3200.00 4323.29 0.277601E-004 1334.67 10.6856 5.73235 -0.211605E+007 0.000000 0.021737 0.000000 0.000000 0.000000 0.073663 0.000000 0.732007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.172593 0.000000 0.000000 0.000000 0.000000
330000. 3200.00 4355.26 0.269037E-004 1328.66 10.7837 5.78163 -0.169556E+007 0.000000 0.021885 0.000000 0.000000 0.000000 0.073652 0.000000 0.732227 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.172236 0.000000 0.000000 0.000000 0.000000
350000. 3200.00 4386.49 0.261099E-004 1323.12 10.8787 5.82892 -0.127687E+007 0.000000 0.021931 0.000000 0.000000 0.000000 0.073640 0.000000 0.732503 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.171925 0.000000 0.000000 0.000000 0.000000
370000. 3200.00 4417.03 0.253715E-004 1317.99 10.9709 5.87439 -859995. 0.000000 0.021992 0.000000 0.000000 0.000000 0.073627 0.000000 0.732752 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.171629 0.000000 0.000000 0.000000 0.000000
390000. 3200.00 4446.93 0.246826E-004 1313.23 11.0604 5.91818 -444910. 0.000000 0.022024 0.000000 0.000000 0.000000 0.073613 0.000000 0.733003 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.171361 0.000000 0.000000 0.000000 0.000000
410000. 3200.00 4476.22 0.240376E-004 1308.80 11.1474 5.96040 -31631.1 0.000000 0.022057 0.000000 0.000000 0.000000 0.073599 0.000000 0.733241 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.171103 0.000000 0.000000 0.000000 0.000000
430000. 3200.00 4504.94 0.234323E-004 1304.65 11.2322 6.00115 379861. 0.000000 0.022065 0.000000 0.000000 0.000000 0.073584 0.000000 0.733491 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.170860 0.000000 0.000000 0.000000 0.000000
450000. 3200.00 4533.12 0.228631E-004 1300.78 11.3147 6.04056 789614. 0.000000 0.022073 0.000000 0.000000 0.000000 0.073570 0.000000 0.733724 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.170634 0.000000 0.000000 0.000000 0.000000
470000. 3200.00 4560.79 0.223261E-004 1297.13 11.3952 6.07862 0.119751E+007 0.000000 0.022316 0.000000 0.000000 0.000000 0.073555 0.000000 0.733777 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.170353 0.000000 0.000000 0.000000 0.000000
490000. 3200.00 4587.97 0.218191E-004 1293.71 11.4738 6.11558 0.160380E+007 0.000000 0.022382 0.000000 0.000000 0.000000 0.073540 0.000000 0.733942 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.170136 0.000000 0.000000 0.000000 0.000000
510000. 3200.00 4614.69 0.213389E-004 1290.48 11.5506 6.15136 0.200834E+007 0.000000 0.022486 0.000000 0.000000 0.000000 0.073525 0.000000 0.734082 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.169908 0.000000 0.000000 0.000000 0.000000
530000. 3200.00 4640.97 0.208837E-004 1287.43 11.6256 6.18612 0.241124E+007 0.000000 0.022550 0.000000 0.000000 0.000000 0.073509 0.000000 0.734239 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.169701 0.000000 0.000000 0.000000 0.000000
550000. 3200.00 4666.83 0.204512E-004 1284.55 11.6991 6.21986 0.281245E+007 0.000000 0.022690 0.000000 0.000000 0.000000 0.073494 0.000000 0.734336 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.169480 0.000000 0.000000 0.000000 0.000000
570000. 3200.00 4692.29 0.200401E-004 1281.81 11.7710 6.25273 0.321213E+007 0.000000 0.022707 0.000000 0.000000 0.000000 0.073479 0.000000 0.734507 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.169307 0.000000 0.000000 0.000000 0.000000
590000. 3200.00 4717.35 0.196484E-004 1279.22 11.8415 6.28472 0.361021E+007 0.000000 0.022735 0.000000 0.000000 0.000000 0.073464 0.000000 0.734662 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.169139 0.000000 0.000000 0.000000 0.000000
610000. 3200.00 4742.05 0.192745E-004 1276.75 11.9105 6.31581 0.400667E+007 0.000000 0.022746 0.000000 0.000000 0.000000 0.073449 0.000000 0.734836 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.168969 0.000000 0.000000 0.000000 0.000000
630000. 3200.00 4766.41 0.189173E-004 1274.39 11.9783 6.34610 0.440155E+007 0.000000 0.022818 0.000000 0.000000 0.000000 0.073434 0.000000 0.734959 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.168788 0.000000 0.000000 0.000000 0.000000
650000. 3200.00 4790.41 0.185759E-004 1272.16 12.0447 6.37569 0.479497E+007 0.000000 0.022846 0.000000 0.000000 0.000000 0.073419 0.000000 0.735099 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.168636 0.000000 0.000000 0.000000 0.000000
670000. 3200.00 4814.10 0.182487E-004 1270.01 12.1099 6.40447 0.518677E+007 0.000000 0.023029 0.000000 0.000000 0.000000 0.073404 0.000000 0.735128 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.168438 0.000000 0.000000 0.000000 0.000000
690000. 3200.00 4837.47 0.179351E-004 1267.97 12.1740 6.43255 0.557708E+007 0.000000 0.023165 0.000000 0.000000 0.000000 0.073390 0.000000 0.735194 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.168251 0.000000 0.000000 0.000000 0.000000
710000. 3200.00 4860.53 0.176345E-004 1266.01 12.2370 6.46010 0.596612E+007 0.000000 0.022984 0.000000 0.000000 0.000000 0.073375 0.000000 0.735477 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.168164 0.000000 0.000000 0.000000 0.000000
730000. 3200.00 4883.30 0.173456E-004 1264.13 12.2989 6.48696 0.635362E+007 0.000000 0.023006 0.000000 0.000000 0.000000 0.073361 0.000000 0.735606 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.168026 0.000000 0.000000 0.000000 0.000000
750000. 3200.00 4905.80 0.170673E-004 1262.33 12.3596 6.51307 0.673942E+007 0.000000 0.023531 0.000000 0.000000 0.000000 0.073347 0.000000 0.735370 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.167752 0.000000 0.000000 0.000000 0.000000
770000. 3200.00 4928.02 0.168000E-004 1260.60 12.4195 6.53873 0.712408E+007 0.000000 0.023559 0.000000 0.000000 0.000000 0.073333 0.000000 0.735492 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.167617 0.000000 0.000000 0.000000 0.000000
790000. 3200.00 4949.98 0.165424E-004 1258.94 12.4784 6.56380 0.750727E+007 0.000000 0.023761 0.000000 0.000000 0.000000 0.073319 0.000000 0.735483 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.167437 0.000000 0.000000 0.000000 0.000000
810000. 3200.00 4971.68 0.162942E-004 1257.35 12.5363 6.58835 0.788915E+007 0.000000 0.023861 0.000000 0.000000 0.000000 0.073305 0.000000 0.735548 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.167286 0.000000 0.000000 0.000000 0.000000
830000. 3200.00 4993.13 0.160549E-004 1255.81 12.5935 6.61244 0.826978E+007 0.000000 0.023765 0.000000 0.000000 0.000000 0.073291 0.000000 0.735752 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.167192 0.000000 0.000000 0.000000 0.000000
850000. 3200.00 5014.34 0.158240E-004 1254.33 12.6498 6.63606 0.864917E+007 0.000000 0.023526 0.000000 0.000000 0.000000 0.073277 0.000000 0.736058 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.167138 0.000000 0.000000 0.000000 0.000000
870000. 3200.00 5035.33 0.156004E-004 1252.90 12.7051 6.65906 0.902692E+007 0.000000 0.023916 0.000000 0.000000 0.000000 0.073264 0.000000 0.735904 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.166915 0.000000 0.000000 0.000000 0.000000
890000. 3200.00 5056.10 0.153843E-004 1251.52 12.7596 6.68161 0.940341E+007 0.000000 0.024202 0.000000 0.000000 0.000000 0.073251 0.000000 0.735829 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.166718 0.000000 0.000000 0.000000 0.000000
910000. 3200.00 5076.66 0.151752E-004 1250.19 12.8134 6.70374 0.977864E+007 0.000000 0.024510 0.000000 0.000000 0.000000 0.073238 0.000000 0.735730 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.166521 0.000000 0.000000 0.000000 0.000000
930000. 3200.00 5096.98 0.149732E-004 1248.91 12.8666 6.72557 0.101529E+008 0.000000 0.024431 0.000000 0.000000 0.000000 0.073225 0.000000 0.735902 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.166443 0.000000 0.000000 0.000000 0.000000
950000. 3200.00 5117.12 0.147771E-004 1247.66 12.9188 6.74680 0.105256E+008 0.000000 0.024769 0.000000 0.000000 0.000000 0.073212 0.000000 0.735786 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.166233 0.000000 0.000000 0.000000 0.000000
970000. 3200.00 5137.05 0.145872E-004 1246.46 12.9704 6.76768 0.108971E+008 0.000000 0.024955 0.000000 0.000000 0.000000 0.073200 0.000000 0.735777 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.166068 0.000000 0.000000 0.000000 0.000000
990000. 3200.00 5156.77 0.144033E-004 1245.30 13.0215 6.78832 0.112677E+008 0.000000 0.024993 0.000000 0.000000 0.000000 0.073187 0.000000 0.735853 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.165968 0.000000 0.000000 0.000000 0.000000
0.101000E+007 3200.00 5176.32 0.142247E-004 1244.17 13.0718 6.80849 0.116368E+008 0.000000 0.025256 0.000000 0.000000 0.000000 0.073175 0.000000 0.735773 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.165796 0.000000 0.000000 0.000000 0.000000
0.103000E+007 3200.00 5195.66 0.140515E-004 1243.08 13.1216 6.82837 0.120051E+008 0.000000 0.025096 0.000000 0.000000 0.000000 0.073162 0.000000 0.736002 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.165740 0.000000 0.000000 0.000000 0.000000
0.105000E+007 3200.00 5214.84 0.138832E-004 1242.01 13.1706 6.84784 0.123720E+008 0.000000 0.025158 0.000000 0.000000 0.000000 0.073150 0.000000 0.736072 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.165621 0.000000 0.000000 0.000000 0.000000
0.107000E+007 3200.00 5233.87 0.137193E-004 1240.98 13.2189 6.86687 0.127375E+008 0.000000 0.025676 0.000000 0.000000 0.000000 0.073138 0.000000 0.735816 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.165370 0.000000 0.000000 0.000000 0.000000
0.109000E+007 3200.00 5252.69 0.135604E-004 1239.98 13.2669 6.88574 0.131023E+008 0.000000 0.025634 0.000000 0.000000 0.000000 0.073126 0.000000 0.735945 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.165294 0.000000 0.000000 0.000000 0.000000
0.111000E+007 3200.00 5271.35 0.134058E-004 1239.01 13.3142 6.90427 0.134659E+008 0.000000 0.025704 0.000000 0.000000 0.000000 0.073114 0.000000 0.735997 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.165186 0.000000 0.000000 0.000000 0.000000
0.113000E+007 3200.00 5289.88 0.132550E-004 1238.06 13.3608 6.92234 0.138281E+008 0.000000 0.026172 0.000000 0.000000 0.000000 0.073103 0.000000 0.735772 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.164953 0.000000 0.000000 0.000000 0.000000
0.115000E+007 3200.00 5308.23 0.131083E-004 1237.14 13.4069 6.94017 0.141894E+008 0.000000 0.026402 0.000000 0.000000 0.000000 0.073091 0.000000 0.735716 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.164791 0.000000 0.000000 0.000000 0.000000
0.117000E+007 3200.00 5326.42 0.129657E-004 1236.25 13.4526 6.95778 0.145497E+008 0.000000 0.026442 0.000000 0.000000 0.000000 0.073080 0.000000 0.735788 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.164690 0.000000 0.000000 0.000000 0.000000
0.119000E+007 3200.00 5344.46 0.128267E-004 1235.38 13.4977 6.97508 0.149090E+008 0.000000 0.026514 0.000000 0.000000 0.000000 0.073068 0.000000 0.735842 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.164575 0.000000 0.000000 0.000000 0.000000
