# This is a data output from.
# Independent variables are entropy and pressure.
# POINTS: 56 200
s,J/K/kg            P(bar)              T(K)                rho,kg/m3           alpha,1/K           cp,J/K/kg           vp,km/s             vs,km/s             h,J/kg              
2.60000000e+03      1.17587989e+06      2.63640149e+03      5.37709385e+03      1.31787200e-05      6.57322300e+06      1.36216450e+01      7.18254229e+00      1.40084807e+07     
2.65000000e+03      1.17587989e+06      2.74622191e+03      5.36928370e+03      1.32422667e-05      6.58248462e+06      1.36058661e+01      7.16606350e+00      1.41430348e+07     
2.70000000e+03      1.17587989e+06      2.86028556e+03      5.36114681e+03      1.33076031e-05      6.59149735e+06      1.35893711e+01      7.14880488e+00      1.42831893e+07     
2.75000000e+03      1.17587989e+06      2.97876909e+03      5.35266819e+03      1.33748299e-05      6.60030784e+06      1.35720323e+01      7.13072985e+00      1.44291455e+07     
2.80000000e+03      1.17587989e+06      3.10177694e+03      5.34383512e+03      1.34443088e-05      6.60897857e+06      1.35540352e+01      7.11177007e+00      1.45811194e+07     
2.85000000e+03      1.17587989e+06      3.22949022e+03      5.33463026e+03      1.35161396e-05      6.61755795e+06      1.35351161e+01      7.09190432e+00      1.47394040e+07     
2.90000000e+03      1.17587989e+06      3.36204127e+03      5.32504373e+03      1.35905937e-05      6.62608213e+06      1.35154084e+01      7.07109968e+00      1.49041652e+07     
2.95000000e+03      1.17587989e+06      3.49960075e+03      5.31506648e+03      1.36679692e-05      6.63461119e+06      1.34948482e+01      7.04926968e+00      1.50756617e+07     
3.00000000e+03      1.17587989e+06      3.64233992e+03      5.30466278e+03      1.37484338e-05      6.64318071e+06      1.34733109e+01      7.02637678e+00      1.52542341e+07     
3.05000000e+03      1.17587989e+06      3.79040263e+03      5.29383440e+03      1.38322204e-05      6.65183595e+06      1.34507731e+01      7.00236132e+00      1.54399805e+07     
3.10000000e+03      1.17587989e+06      3.94393956e+03      5.28256303e+03      1.39198032e-05      6.66063130e+06      1.34272237e+01      6.97720432e+00      1.56332710e+07     
3.15000000e+03      1.17587989e+06      4.10315534e+03      5.27082215e+03      1.40112055e-05      6.66961557e+06      1.34025644e+01      6.95075703e+00      1.58345096e+07     
3.20000000e+03      1.17587989e+06      4.26815370e+03      5.25860280e+03      1.41067810e-05      6.67882981e+06      1.33768972e+01      6.92301346e+00      1.60437109e+07     
3.25000000e+03      1.17587989e+06      4.43918408e+03      5.24587840e+03      1.42070354e-05      6.68833188e+06      1.33499193e+01      6.89385833e+00      1.62613620e+07     
3.30000000e+03      1.17587989e+06      4.50000000e+03      5.24134000e+03      1.42429000e-05      6.69170000e+06      1.33403000e+01      6.88340000e+00      1.63390000e+07     
5.50000000e+02      1.18341758e+06      4.35227136e+02      5.61710037e+03      8.15370986e-06      4.44206127e+06      1.39931518e+01      7.67333178e+00      1.14675099e+07     
6.00000000e+02      1.18341758e+06      4.62989184e+02      5.61580237e+03      8.52434500e-06      4.64101710e+06      1.39904404e+01      7.67068892e+00      1.14899768e+07     
6.50000000e+02      1.18341758e+06      4.91262182e+02      5.61442325e+03      8.86247343e-06      4.82187341e+06      1.39876065e+01      7.66788234e+00      1.15138437e+07     
7.00000000e+02      1.18341758e+06      5.20203625e+02      5.61295636e+03      9.16869805e-06      4.98493596e+06      1.39845115e+01      7.66490422e+00      1.15391356e+07     
7.50000000e+02      1.18341758e+06      5.48783794e+02      5.61114304e+03      9.43883764e-06      5.12784863e+06      1.39779929e+01      7.65686570e+00      1.15658401e+07     
8.00000000e+02      1.18341758e+06      5.78270669e+02      5.60930164e+03      9.68955343e-06      5.25984704e+06      1.39719495e+01      7.64960639e+00      1.15938665e+07     
8.50000000e+02      1.18341758e+06      6.09595095e+02      5.60757463e+03      9.92375759e-06      5.38247734e+06      1.39683803e+01      7.64607887e+00      1.16236614e+07     
9.00000000e+02      1.18341758e+06      6.41795757e+02      5.60576700e+03      1.01400808e-05      5.49497782e+06      1.39646021e+01      7.64236965e+00      1.16549187e+07     
9.50000000e+02      1.18341758e+06      6.72545329e+02      5.60339064e+03      1.03246774e-05      5.58982766e+06      1.39550578e+01      7.63005954e+00      1.16877188e+07     
1.00000000e+03      1.18341758e+06      7.06760904e+02      5.60139935e+03      1.05088650e-05      5.68405536e+06      1.39508825e+01      7.62594187e+00      1.17221177e+07     
1.05000000e+03      1.18341758e+06      7.42212898e+02      5.59929083e+03      1.06778464e-05      5.76954710e+06      1.39464932e+01      7.62159741e+00      1.17584076e+07     
1.10000000e+03      1.18341758e+06      7.75527027e+02      5.59664752e+03      1.08221950e-05      5.84143856e+06      1.39367716e+01      7.60914351e+00      1.17962646e+07     
1.15000000e+03      1.18341758e+06      8.11329035e+02      5.59407691e+03      1.09614974e-05      5.91014405e+06      1.39290809e+01      7.59982266e+00      1.18360137e+07     
1.20000000e+03      1.18341758e+06      8.50140980e+02      5.59162909e+03      1.10967732e-05      5.97605708e+06      1.39235466e+01      7.59414447e+00      1.18775368e+07     
1.25000000e+03      1.18341758e+06      8.89940471e+02      5.58906683e+03      1.12216294e-05      6.03597367e+06      1.39177769e+01      7.58811633e+00      1.19210484e+07     
1.30000000e+03      1.18341758e+06      9.31049257e+02      5.58632176e+03      1.13380629e-05      6.09083088e+06      1.39112140e+01      7.58104918e+00      1.19665838e+07     
1.35000000e+03      1.18341758e+06      9.72970693e+02      5.58333644e+03      1.14456054e-05      6.14040636e+06      1.39033385e+01      7.57194655e+00      1.20141346e+07     
1.40000000e+03      1.18341758e+06      1.01614659e+03      5.58020544e+03      1.15460719e-05      6.18574838e+06      1.38948336e+01      7.56203733e+00      1.20638360e+07     
1.45000000e+03      1.18341758e+06      1.06155914e+03      5.57707497e+03      1.16422601e-05      6.22822998e+06      1.38870011e+01      7.55341790e+00      1.21157498e+07     
1.50000000e+03      1.18341758e+06      1.10958277e+03      5.57402337e+03      1.17349998e-05      6.26830550e+06      1.38806392e+01      7.54734659e+00      1.21699974e+07     
1.55000000e+03      1.18341758e+06      1.15891839e+03      5.57096353e+03      1.18221821e-05      6.30498695e+06      1.38735301e+01      7.54045237e+00      1.22267544e+07     
1.60000000e+03      1.18341758e+06      1.21096725e+03      5.56756152e+03      1.19062435e-05      6.33911108e+06      1.38666916e+01      7.53397653e+00      1.22860122e+07     
1.65000000e+03      1.18341758e+06      1.26428266e+03      5.56418714e+03      1.19857595e-05      6.37044962e+06      1.38590359e+01      7.52660204e+00      1.23478773e+07     
1.70000000e+03      1.18341758e+06      1.32006425e+03      5.56056359e+03      1.20624576e-05      6.39949083e+06      1.38512907e+01      7.51921131e+00      1.24125224e+07     
1.75000000e+03      1.18341758e+06      1.37744457e+03      5.55691436e+03      1.21357964e-05      6.42627780e+06      1.38428958e+01      7.51111482e+00      1.24799828e+07     
1.80000000e+03      1.18341758e+06      1.43667232e+03      5.55319320e+03      1.22065327e-05      6.45111048e+06      1.38337096e+01      7.50228091e+00      1.25503263e+07     
1.85000000e+03      1.18341758e+06      1.49868990e+03      5.54917839e+03      1.22756270e-05      6.47422277e+06      1.38245357e+01      7.49340075e+00      1.26236957e+07     
1.90000000e+03      1.18341758e+06      1.56117511e+03      5.54547447e+03      1.23416952e-05      6.49565032e+06      1.38137716e+01      7.48293472e+00      1.27002582e+07     
1.95000000e+03      1.18341758e+06      1.62781849e+03      5.54116375e+03      1.24077605e-05      6.51569830e+06      1.38034904e+01      7.47299208e+00      1.27800249e+07     
2.00000000e+03      1.18341758e+06      1.69489766e+03      5.53720913e+03      1.24715013e-05      6.53445841e+06      1.37915292e+01      7.46138644e+00      1.28630394e+07     
2.05000000e+03      1.18341758e+06      1.76376939e+03      5.53328586e+03      1.25341958e-05      6.55214225e+06      1.37784994e+01      7.44873988e+00      1.29496502e+07     
2.10000000e+03      1.18341758e+06      1.83367718e+03      5.52960701e+03      1.25957355e-05      6.56895577e+06      1.37640754e+01      7.43465564e+00      1.30396835e+07     
2.15000000e+03      1.18341758e+06      1.90605175e+03      5.52582300e+03      1.26572026e-05      6.58493798e+06      1.37487255e+01      7.41969598e+00      1.31334330e+07     
2.20000000e+03      1.18341758e+06      1.96690895e+03      5.50796960e+03      1.26911972e-05      6.58140160e+06      1.37345955e+01      7.38725293e+00      1.32305286e+07     
2.25000000e+03      1.18341758e+06      2.04354552e+03      5.50097549e+03      1.27567960e-05      6.59284820e+06      1.37198355e+01      7.36953841e+00      1.33313466e+07     
2.30000000e+03      1.18341758e+06      2.12419660e+03      5.48691076e+03      1.28135980e-05      6.59587276e+06      1.37085232e+01      7.34790645e+00      1.34359497e+07     
2.35000000e+03      1.18341758e+06      2.21004854e+03      5.47670877e+03      1.28743025e-05      6.60317707e+06      1.36953909e+01      7.32940365e+00      1.35443482e+07     
2.40000000e+03      1.18341758e+06      2.29077160e+03      5.46241997e+03      1.29347508e-05      6.60447366e+06      1.36809700e+01      7.30316271e+00      1.36582993e+07     
2.45000000e+03      1.18341758e+06      2.37241882e+03      5.44084453e+03      1.29834924e-05      6.59657244e+06      1.36706856e+01      7.27258276e+00      1.37749578e+07     
2.50000000e+03      1.18341758e+06      2.44912899e+03      5.41321806e+03      1.30244879e-05      6.58032411e+06      1.36624386e+01      7.23521856e+00      1.38954027e+07     
2.55000000e+03      1.18341758e+06      2.53448806e+03      5.39104390e+03      1.30689592e-05      6.57078146e+06      1.36526478e+01      7.20386520e+00      1.40192190e+07     
2.60000000e+03      1.18341758e+06      2.64037980e+03      5.38355903e+03      1.31305640e-05      6.58032040e+06      1.36375660e+01      7.18815555e+00      1.41486089e+07     
2.65000000e+03      1.18341758e+06      2.75037910e+03      5.37575588e+03      1.31936790e-05      6.58956733e+06      1.36217611e+01      7.17171155e+00      1.42833484e+07     
2.70000000e+03      1.18341758e+06      2.86464918e+03      5.36762541e+03      1.32585573e-05      6.59856923e+06      1.36053360e+01      7.15448386e+00      1.44236567e+07     
2.75000000e+03      1.18341758e+06      2.98330622e+03      5.35915243e+03      1.33253033e-05      6.60736572e+06      1.35880723e+01      7.13644179e+00      1.45698451e+07     
2.80000000e+03      1.18341758e+06      3.10653093e+03      5.35032380e+03      1.33943260e-05      6.61602428e+06      1.35700436e+01      7.11750987e+00      1.47221089e+07     
2.85000000e+03      1.18341758e+06      3.23444729e+03      5.34113186e+03      1.34656720e-05      6.62458377e+06      1.35512317e+01      7.09768510e+00      1.48806110e+07     
2.90000000e+03      1.18341758e+06      3.36721350e+03      5.33155569e+03      1.35396242e-05      6.63308752e+06      1.35316147e+01      7.07691621e+00      1.50456001e+07     
2.95000000e+03      1.18341758e+06      3.50502798e+03      5.32158173e+03      1.36163951e-05      6.64158972e+06      1.35110332e+01      7.05516584e+00      1.52174361e+07     
3.00000000e+03      1.18341758e+06      3.64800273e+03      5.31119089e+03      1.36963467e-05      6.65013541e+06      1.34895605e+01      7.03229784e+00      1.53962292e+07     
3.05000000e+03      1.18341758e+06      3.79630758e+03      5.30037192e+03      1.37795775e-05      6.65876721e+06      1.34670860e+01      7.00834298e+00      1.55822798e+07     
3.10000000e+03      1.18341758e+06      3.95014135e+03      5.28910710e+03      1.38664345e-05      6.66754152e+06      1.34435826e+01      6.98323088e+00      1.57758898e+07     
3.15000000e+03      1.18341758e+06      4.10963936e+03      5.27737422e+03      1.39571819e-05      6.67649782e+06      1.34190598e+01      6.95685047e+00      1.59774288e+07     
3.20000000e+03      1.18341758e+06      4.27495085e+03      5.26516297e+03      1.40520825e-05      6.68567637e+06      1.33934122e+01      6.92916464e+00      1.61869589e+07     
3.25000000e+03      1.18341758e+06      4.44626416e+03      5.25245491e+03      1.41515260e-05      6.69513393e+06      1.33665751e+01      6.90007043e+00      1.64049990e+07     
3.30000000e+03      1.18341758e+06      4.50000000e+03      5.24845000e+03      1.41830000e-05      6.69810000e+06      1.33581000e+01      6.89088000e+00      1.64735000e+07     
5.50000000e+02      1.19095527e+06      4.35830155e+02      5.62354011e+03      8.12530415e-06      4.44698788e+06      1.40082952e+01      7.68014770e+00      1.16016910e+07     
6.00000000e+02      1.19095527e+06      4.63628541e+02      5.62223733e+03      8.49483708e-06      4.64628115e+06      1.40056301e+01      7.67751238e+00      1.16242049e+07     
6.50000000e+02      1.19095527e+06      4.91937272e+02      5.62085998e+03      8.83195156e-06      4.82744050e+06      1.40027514e+01      7.67471339e+00      1.16480317e+07     
7.00000000e+02      1.19095527e+06      5.20927124e+02      5.61939901e+03      9.13676034e-06      4.99049011e+06      1.39997334e+01      7.67174062e+00      1.16733808e+07     
7.50000000e+02      1.19095527e+06      5.49478266e+02      5.61756730e+03      9.40558851e-06      5.13336415e+06      1.39930158e+01      7.66338121e+00      1.17001311e+07     
8.00000000e+02      1.19095527e+06      5.79065707e+02      5.61573873e+03      9.65608890e-06      5.26588241e+06      1.39871600e+01      7.65638846e+00      1.17282054e+07     
8.50000000e+02      1.19095527e+06      6.10442159e+02      5.61402180e+03      9.88921722e-06      5.38851850e+06      1.39835809e+01      7.65286674e+00      1.17579764e+07     
9.00000000e+02      1.19095527e+06      6.42678789e+02      5.61220766e+03      1.01048461e-05      5.50124392e+06      1.39797985e+01      7.64916689e+00      1.17892808e+07     
9.50000000e+02      1.19095527e+06      6.73481934e+02      5.60984020e+03      1.02887173e-05      5.59609475e+06      1.39702435e+01      7.63680789e+00      1.18221551e+07     
1.00000000e+03      1.19095527e+06      7.07739182e+02      5.60784227e+03      1.04722721e-05      5.69046024e+06      1.39660617e+01      7.63269327e+00      1.18566078e+07     
1.05000000e+03      1.19095527e+06      7.43245015e+02      5.60574563e+03      1.06406189e-05      5.77604142e+06      1.39616304e+01      7.62835681e+00      1.18929053e+07     
1.10000000e+03      1.19095527e+06      7.76614325e+02      5.60309169e+03      1.07843234e-05      5.84795442e+06      1.39519338e+01      7.61585870e+00      1.19309026e+07     
1.15000000e+03      1.19095527e+06      8.12342669e+02      5.60052213e+03      1.09228518e-05      5.91660248e+06      1.39440812e+01      7.60627551e+00      1.19706983e+07     
1.20000000e+03      1.19095527e+06      8.51555867e+02      5.59814784e+03      1.10585484e-05      5.98314475e+06      1.39394247e+01      7.60192672e+00      1.20123150e+07     
1.25000000e+03      1.19095527e+06      8.91215850e+02      5.59553056e+03      1.11823423e-05      6.04277049e+06      1.39330607e+01      7.59503539e+00      1.20558236e+07     
1.30000000e+03      1.19095527e+06      9.32352006e+02      5.59277922e+03      1.12982109e-05      6.09762778e+06      1.39263872e+01      7.58775726e+00      1.21014023e+07     
1.35000000e+03      1.19095527e+06      9.74147145e+02      5.58977379e+03      1.14047676e-05      6.14702262e+06      1.39182133e+01      7.57825400e+00      1.21491310e+07     
1.40000000e+03      1.19095527e+06      1.01757297e+03      5.58666863e+03      1.15052757e-05      6.19263851e+06      1.39099883e+01      7.56872945e+00      1.21988156e+07     
1.45000000e+03      1.19095527e+06      1.06314849e+03      5.58354018e+03      1.16012200e-05      6.23523630e+06      1.39024458e+01      7.56048799e+00      1.22508473e+07     
1.50000000e+03      1.19095527e+06      1.11089570e+03      5.58055323e+03      1.16930519e-05      6.27516883e+06      1.38957985e+01      7.55402950e+00      1.23051379e+07     
1.55000000e+03      1.19095527e+06      1.16095278e+03      5.57734036e+03      1.17806332e-05      6.31210457e+06      1.38892437e+01      7.54775793e+00      1.23619933e+07     
1.60000000e+03      1.19095527e+06      1.21257964e+03      5.57406029e+03      1.18636908e-05      6.34609386e+06      1.38819913e+01      7.54086800e+00      1.24212817e+07     
1.65000000e+03      1.19095527e+06      1.26566316e+03      5.57077649e+03      1.19425305e-05      6.37738035e+06      1.38741407e+01      7.53325267e+00      1.24833324e+07     
1.70000000e+03      1.19095527e+06      1.32184005e+03      5.56706945e+03      1.20191653e-05      6.40654093e+06      1.38667077e+01      7.52609295e+00      1.25480057e+07     
1.75000000e+03      1.19095527e+06      1.37964007e+03      5.56334428e+03      1.20924300e-05      6.43339197e+06      1.38584431e+01      7.51820895e+00      1.26155358e+07     
1.80000000e+03      1.19095527e+06      1.43893195e+03      5.55963513e+03      1.21627306e-05      6.45822073e+06      1.38493389e+01      7.50940871e+00      1.26859948e+07     
1.85000000e+03      1.19095527e+06      1.50062147e+03      5.55572783e+03      1.22311800e-05      6.48131394e+06      1.38399275e+01      7.50027481e+00      1.27595161e+07     
1.90000000e+03      1.19095527e+06      1.56426735e+03      5.55176137e+03      1.22976295e-05      6.50279315e+06      1.38297498e+01      7.49044128e+00      1.28361297e+07     
1.95000000e+03      1.19095527e+06      1.62979740e+03      5.54776298e+03      1.23624454e-05      6.52282362e+06      1.38188559e+01      7.47984073e+00      1.29159405e+07     
2.00000000e+03      1.19095527e+06      1.69744382e+03      5.54369274e+03      1.24261134e-05      6.54159497e+06      1.38071401e+01      7.46849452e+00      1.29991146e+07     
2.05000000e+03      1.19095527e+06      1.76586299e+03      5.53991799e+03      1.24880125e-05      6.55930270e+06      1.37938628e+01      7.45558102e+00      1.30857868e+07     
2.10000000e+03      1.19095527e+06      1.83586326e+03      5.53625607e+03      1.25491715e-05      6.57612680e+06      1.37794301e+01      7.44154316e+00      1.31759458e+07     
2.15000000e+03      1.19095527e+06      1.91318547e+03      5.53116310e+03      1.26127353e-05      6.59168860e+06      1.37670605e+01      7.42939315e+00      1.32696640e+07     
2.20000000e+03      1.19095527e+06      1.97091796e+03      5.51874566e+03      1.26486238e-05      6.59353585e+06      1.37486092e+01      7.39753124e+00      1.33672259e+07     
2.25000000e+03      1.19095527e+06      2.05008493e+03      5.50864878e+03      1.27092599e-05      6.60179240e+06      1.37361963e+01      7.37925369e+00      1.34679061e+07     
2.30000000e+03      1.19095527e+06      2.12778798e+03      5.49576432e+03      1.27690353e-05      6.60576351e+06      1.37232487e+01      7.35638064e+00      1.35731519e+07     
2.35000000e+03      1.19095527e+06      2.20570710e+03      5.47675831e+03      1.28220826e-05      6.60190670e+06      1.37121723e+01      7.32784609e+00      1.36826053e+07     
2.40000000e+03      1.19095527e+06      2.29082212e+03      5.46279347e+03      1.28790837e-05      6.60397859e+06      1.36995162e+01      7.30468772e+00      1.37957424e+07     
2.45000000e+03      1.19095527e+06      2.38337910e+03      5.45111976e+03      1.29369234e-05      6.60886934e+06      1.36865947e+01      7.28505348e+00      1.39125144e+07     
2.50000000e+03      1.19095527e+06      2.46715557e+03      5.42931270e+03      1.29847509e-05      6.60025629e+06      1.36760645e+01      7.25344380e+00      1.40338252e+07     
2.55000000e+03      1.19095527e+06      2.53826452e+03      5.39748808e+03      1.30215065e-05      6.57786589e+06      1.36684162e+01      7.20942049e+00      1.41589338e+07     
2.60000000e+03      1.19095527e+06      2.64434660e+03      5.39000968e+03      1.30827640e-05      6.58740680e+06      1.36533887e+01      7.19376146e+00      1.42884789e+07     
2.65000000e+03      1.19095527e+06      2.75452696e+03      5.38221188e+03      1.31454465e-05      6.59664376e+06      1.36376653e+01      7.17732047e+00      1.44234495e+07     
2.70000000e+03      1.19095527e+06      2.86898850e+03      5.37408575e+03      1.32099020e-05      6.60561927e+06      1.36212045e+01      7.16012047e+00      1.45640393e+07     
2.75000000e+03      1.19095527e+06      2.98784718e+03      5.36561667e+03      1.32762392e-05      6.61441333e+06      1.36040116e+01      7.14213735e+00      1.47104497e+07     
2.80000000e+03      1.19095527e+06      3.11126478e+03      5.35680213e+03      1.33447874e-05      6.62304861e+06      1.35860550e+01      7.12322723e+00      1.48628914e+07     
2.85000000e+03      1.19095527e+06      3.23939472e+03      5.34761251e+03      1.34156526e-05      6.63159060e+06      1.35673116e+01      7.10344462e+00      1.50216430e+07     
2.90000000e+03      1.19095527e+06      3.37240594e+03      5.33804111e+03      1.34891092e-05      6.64008257e+06      1.35476591e+01      7.08272046e+00      1.51869592e+07     
2.95000000e+03      1.19095527e+06      3.51045388e+03      5.32807264e+03      1.35653694e-05      6.64855818e+06      1.35272185e+01      7.06100053e+00      1.53590090e+07     
3.00000000e+03      1.19095527e+06      3.65367406e+03      5.31769838e+03      1.36446859e-05      6.65708808e+06      1.35058089e+01      7.03820044e+00      1.55380350e+07     
3.05000000e+03      1.19095527e+06      3.80224539e+03      5.30688723e+03      1.37272962e-05      6.66568969e+06      1.34833691e+01      7.01428137e+00      1.57244477e+07     
3.10000000e+03      1.19095527e+06      3.95632408e+03      5.29562642e+03      1.38135485e-05      6.67442968e+06      1.34599542e+01      6.98920411e+00      1.59183461e+07     
3.15000000e+03      1.19095527e+06      4.11609096e+03      5.28390868e+03      1.39036790e-05      6.68335826e+06      1.34354603e+01      6.96291411e+00      1.61201087e+07     
3.20000000e+03      1.19095527e+06      4.28171436e+03      5.27170689e+03      1.39979126e-05      6.69250351e+06      1.34099081e+01      6.93528907e+00      1.63300641e+07     
3.25000000e+03      1.19095527e+06      4.45334424e+03      5.25900997e+03      1.40965648e-05      6.70192787e+06      1.33831265e+01      6.90624917e+00      1.65484360e+07     
3.30000000e+03      1.19095527e+06      4.50000000e+03      5.25554000e+03      1.41236000e-05      6.70449000e+06      1.33758000e+01      6.89830000e+00      1.66079000e+07     
5.50000000e+02      1.19849296e+06      4.36430951e+02      5.62995500e+03      8.09716161e-06      4.45191659e+06      1.40234388e+01      7.68694159e+00      1.17356423e+07     
6.00000000e+02      1.19849296e+06      4.64265513e+02      5.62865714e+03      8.46559724e-06      4.65153470e+06      1.40207673e+01      7.68430666e+00      1.17581311e+07     
6.50000000e+02      1.19849296e+06      4.92610135e+02      5.62728600e+03      8.80170898e-06      4.83300447e+06      1.40178819e+01      7.68151530e+00      1.17820033e+07     
7.00000000e+02      1.19849296e+06      5.21647781e+02      5.62582180e+03      9.10511587e-06      4.99603986e+06      1.40148556e+01      7.67854800e+00      1.18074234e+07     
7.50000000e+02      1.19849296e+06      5.50170032e+02      5.62397797e+03      9.37262851e-06      5.13886943e+06      1.40079398e+01      7.66987046e+00      1.18342194e+07     
8.00000000e+02      1.19849296e+06      5.79862113e+02      5.62216562e+03      9.62278164e-06      5.27183945e+06      1.40022703e+01      7.66315050e+00      1.18623492e+07     
8.50000000e+02      1.19849296e+06      6.11285712e+02      5.62044508e+03      9.85498735e-06      5.39456499e+06      1.39986819e+01      7.65962580e+00      1.18921880e+07     
9.00000000e+02      1.19849296e+06      6.43554807e+02      5.61863686e+03      1.00700239e-05      5.50747604e+06      1.39948855e+01      7.65592051e+00      1.19234406e+07     
9.50000000e+02      1.19849296e+06      6.74415060e+02      5.61626633e+03      1.02530113e-05      5.60234844e+06      1.39853296e+01      7.64352115e+00      1.19564429e+07     
1.00000000e+03      1.19849296e+06      7.08728825e+02      5.61427421e+03      1.04357812e-05      5.69676698e+06      1.39811424e+01      7.63942297e+00      1.19909157e+07     
1.05000000e+03      1.19849296e+06      7.44270640e+02      5.61217449e+03      1.06036425e-05      5.78252255e+06      1.39767324e+01      7.63509526e+00      1.20273324e+07     
1.10000000e+03      1.19849296e+06      7.77693440e+02      5.60952933e+03      1.07466791e-05      5.85445013e+06      1.39669970e+01      7.62254891e+00      1.20653321e+07     
1.15000000e+03      1.19849296e+06      8.13885083e+02      5.60709614e+03      1.08861808e-05      5.92402158e+06      1.39607175e+01      7.61534136e+00      1.21051036e+07     
1.20000000e+03      1.19849296e+06      8.53109808e+02      5.60469354e+03      1.10211265e-05      5.99045224e+06      1.39556564e+01      7.61032501e+00      1.21467997e+07     
1.25000000e+03      1.19849296e+06      8.92644965e+02      5.60202737e+03      1.11437071e-05      6.04978942e+06      1.39487839e+01      7.60268151e+00      1.21904747e+07     
1.30000000e+03      1.19849296e+06      9.33650528e+02      5.59922311e+03      1.12586736e-05      6.10441650e+06      1.39415105e+01      7.59443600e+00      1.22361163e+07     
1.35000000e+03      1.19849296e+06      9.75320334e+02      5.59619719e+03      1.13643144e-05      6.15362836e+06      1.39331321e+01      7.58452402e+00      1.22838805e+07     
1.40000000e+03      1.19849296e+06      1.01899486e+03      5.59311721e+03      1.14648561e-05      6.19951241e+06      1.39250948e+01      7.57539351e+00      1.23336903e+07     
1.45000000e+03      1.19849296e+06      1.06462117e+03      5.59001218e+03      1.15603527e-05      6.24215158e+06      1.39177259e+01      7.56740258e+00      1.23857420e+07     
1.50000000e+03      1.19849296e+06      1.11262793e+03      5.58696617e+03      1.16520561e-05      6.28220074e+06      1.39112534e+01      7.56101597e+00      1.24401161e+07     
1.55000000e+03      1.19849296e+06      1.16242175e+03      5.58383805e+03      1.17387449e-05      6.31900704e+06      1.39043723e+01      7.55441484e+00      1.24970468e+07     
1.60000000e+03      1.19849296e+06      1.21417552e+03      5.58055247e+03      1.18215508e-05      6.35306700e+06      1.38972499e+01      7.54760743e+00      1.25564706e+07     
1.65000000e+03      1.19849296e+06      1.26743147e+03      5.57724553e+03      1.19000527e-05      6.38438626e+06      1.38894519e+01      7.54008866e+00      1.26185826e+07     
1.70000000e+03      1.19849296e+06      1.32327901e+03      5.57364993e+03      1.19759859e-05      6.41351114e+06      1.38816984e+01      7.53272200e+00      1.26833035e+07     
1.75000000e+03      1.19849296e+06      1.38144996e+03      5.56985048e+03      1.20490833e-05      6.44043104e+06      1.38737713e+01      7.52504736e+00      1.27509761e+07     
1.80000000e+03      1.19849296e+06      1.44104660e+03      5.56609233e+03      1.21192325e-05      6.46530118e+06      1.38648205e+01      7.51640499e+00      1.28215067e+07     
1.85000000e+03      1.19849296e+06      1.50255304e+03      5.56226046e+03      1.21870148e-05      6.48838329e+06      1.38552194e+01      7.50712386e+00      1.28951048e+07     
1.90000000e+03      1.19849296e+06      1.56621714e+03      5.55832243e+03      1.22531447e-05      6.50987961e+06      1.38450296e+01      7.49728019e+00      1.29718209e+07     
1.95000000e+03      1.19849296e+06      1.63182979e+03      5.55432893e+03      1.23175629e-05      6.52992814e+06      1.38341124e+01      7.48669254e+00      1.30517213e+07     
2.00000000e+03      1.19849296e+06      1.69956066e+03      5.55026892e+03      1.23808048e-05      6.54871422e+06      1.38225119e+01      7.47537448e+00      1.31349988e+07     
2.05000000e+03      1.19849296e+06      1.76938420e+03      5.54615653e+03      1.24431363e-05      6.56637586e+06      1.38100181e+01      7.46325592e+00      1.32217001e+07     
2.10000000e+03      1.19849296e+06      1.84117781e+03      5.54204094e+03      1.25047781e-05      6.58306045e+06      1.37966135e+01      7.45014518e+00      1.33119988e+07     
2.15000000e+03      1.19849296e+06      1.91512405e+03      5.53789850e+03      1.25659910e-05      6.59888479e+06      1.37822056e+01      7.43609376e+00      1.34059021e+07     
2.20000000e+03      1.19849296e+06      1.98898167e+03      5.53238835e+03      1.26235951e-05      6.61196501e+06      1.37665837e+01      7.41868057e+00      1.35035511e+07     
2.25000000e+03      1.19849296e+06      2.05670361e+03      5.51978475e+03      1.26664557e-05      6.61470777e+06      1.37507232e+01      7.39104214e+00      1.36045145e+07     
2.30000000e+03      1.19849296e+06      2.13177681e+03      5.50465521e+03      1.27247760e-05      6.61575007e+06      1.37377799e+01      7.36484773e+00      1.37102271e+07     
2.35000000e+03      1.19849296e+06      2.21930229e+03      5.49315295e+03      1.27826734e-05      6.62171518e+06      1.37258053e+01      7.34623474e+00      1.38190901e+07     
2.40000000e+03      1.19849296e+06      2.29683566e+03      5.47350029e+03      1.28368649e-05      6.61633536e+06      1.37134342e+01      7.31469504e+00      1.39337868e+07     
2.45000000e+03      1.19849296e+06      2.38834381e+03      5.46102738e+03      1.28941925e-05      6.62016333e+06      1.37005356e+01      7.29377237e+00      1.40509239e+07     
2.50000000e+03      1.19849296e+06      2.47552104e+03      5.44155706e+03      1.29442878e-05      6.61467141e+06      1.36895505e+01      7.26508746e+00      1.41726555e+07     
2.55000000e+03      1.19849296e+06      2.55422569e+03      5.41314381e+03      1.29839110e-05      6.59710926e+06      1.36813430e+01      7.22576066e+00      1.42984408e+07     
2.60000000e+03      1.19849296e+06      2.64830677e+03      5.39643993e+03      1.30354224e-05      6.59446976e+06      1.36692124e+01      7.19931594e+00      1.44283118e+07     
